gene,cluster.1,ave_zscore_path.1,mean_trend.1,ave_zscore_cluster.1,new_name.1,new_cluster.1,cluster.4,ave_zscore_path.4,mean_trend.4,ave_zscore_cluster.4,new_name.4,new_cluster.4,cluster.3,ave_zscore_path.3,mean_trend.3,ave_zscore_cluster.3,new_name.3,new_cluster.3,cluster.2,ave_zscore_path.2,mean_trend.2,ave_zscore_cluster.2,new_name.2,new_cluster.2
GAREM2,2,-0.425090153129931,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.314675855982208,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.608660832954997,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.580737575428156,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
FOSL2,5,0.121608373949363,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.421047522065174,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.50591172724367,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.165437012646118,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ALK,1,0.433260529564418,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,0.00679321084584189,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.151707951806106,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.192252536956111,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
CRIM1,1,0.445607918817157,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.429960128127142,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.130910077006192,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.214738214325106,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
SOS1,2,-0.251186051934462,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0265232966369571,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.768620544962158,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.529168989274021,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
SLC8A1,6,-0.153026186299734,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.184368256699922,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.00582193849698048,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.307753365722416,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ZFP36L2,1,0.271991521539911,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.169114079730842,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.445803977198895,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.474483273596218,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
PLEKHH2,6,-0.0130432186904875,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.230934473415339,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.373518985013045,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.604909293702783,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
RHOQ,2,-0.605329593149318,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.287332834754387,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.701739508710221,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.50544087415205,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
ASB3,4,-0.462092127131953,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.662331923968004,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.151047607090864,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.159701850034379,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
ACYP2,3,0.123531348468599,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.212047494541007,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.510092468314338,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.189941565507375,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
EML6,4,-0.317823726122463,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.360388125397204,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.568188862006725,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.437711580754832,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
RTN4,6,-0.0496622937526055,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.300755058307766,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,0.12525807652371,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.216910491761028,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
CCT4,5,-0.386439181538902,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.178619339794873,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.710486329296017,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.216388482437988,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
WDPCP,3,0.345601852627891,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.154143727967784,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.817591768265358,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.376636569859059,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
UGP2,6,0.154806580599316,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.14442805598593,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.436749255407421,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.450896627460354,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
SPRED2,6,-0.173469788567728,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.175128601228985,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.18351544846826,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.487376824275799,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ANTXR1,1,0.55675100641747,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,0.134067419970532,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.281166803391373,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.288380026730838,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
MXD1,5,-0.394209685752482,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.074841743717487,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.656636851285621,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.261720045417876,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NPAS2,5,-0.229500640958924,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.135690602375036,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.627029099139244,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.298721872971722,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MAP4K4,1,0.210754702218243,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.49200130219318,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.107103394342398,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.225525147025017,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
IL1R1,6,-0.015963186313819,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.271616738875787,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.15050725471807,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.430544207304023,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
LIMS1,1,0.464554489672058,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.400600552198318,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0773298192211375,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.118597948101945,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
DPP10,3,0.265275868399141,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.129247891701013,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.444359034580354,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.0996589611728123,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
DBI,5,-0.096787921219483,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.187295417228383,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.498294874558286,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.223770418582652,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CFAP221,3,0.293764224664404,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0363148710428144,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.642938627788437,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.436795412479442,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
GLI2,1,0.400113285078367,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.423041519992008,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0988811423784307,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0189163414604339,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ARHGEF4,4,-0.411935118989082,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.712951515719948,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.131350512874523,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.268095796260863,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
NCKAP5,3,0.164574208308578,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.139743822776836,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.4129487459697,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.136020948956273,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
ZRANB3,3,0.26227208941242,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.000600392936933616,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.766759806695107,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.545951930681587,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
UPP2,3,0.258772628342347,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.26741077568164,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.632855633007719,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.150161921857408,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
TANC1,5,-0.128395692030763,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.209446342761805,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.402729684626464,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.0841910227480084,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
FIGN,1,0.511529190121059,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.097737949777733,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0499596990817893,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.344424723779696,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
RAPGEF4,5,-0.394148159275365,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.371331899246956,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.662301936307184,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.029202955621007,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
WIPF1,1,0.907652229352437,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.393179095174208,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.272084706320278,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.0399067520156003,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
NFE2L2,5,-0.224075363370226,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.245362101284209,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.741051041991033,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.304321967806881,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
OSBPL6,6,-0.0323421057366054,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.165632148352819,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.252784735940194,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.436813767271422,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
HIBCH,5,-0.337955763255624,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0305273062627641,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.476704150332456,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.173987688992739,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
DNAH7,6,-0.182667448241263,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,0.0109558403366748,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.260713652431207,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.383586268371626,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
HSPD1,5,-0.303569162646109,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.250681556136076,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.511808214551909,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.0144886303662124,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
HSPE1,5,-0.319945332481395,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.177613095425475,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.71880182754555,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.276646121812706,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MOB4,5,-0.308285345824328,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.103223018194287,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.658189847131564,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.300947592479292,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
PLCL1,6,-0.374135747773156,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.0117339990922687,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.00996579813038372,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.309240992993531,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
NRP2,6,-0.063743635775305,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.211643172713869,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.192427445336446,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.44817014697141,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
MAP2,5,-0.481286342760493,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0327668207099961,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.423737469996235,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.00988532229108434,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
UNC80,3,0.289123199592985,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.192343382057061,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.530302204333759,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.486645632746632,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
RPL37A,5,-0.160812069944333,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.306405704461028,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.398729716937287,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.0416014186844411,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
TNS1,3,0.130346788780383,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.00789147105271839,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.559974669317252,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.453241054915387,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
DNAJB2,2,-0.46764703712405,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0316557115340174,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.7406579838188,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.330282551835032,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
EPHA4,1,0.106746107048422,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,0.0611796462889157,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.445206040976902,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.577082537790838,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ACSL3,6,-0.369796382280455,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.10274598385707,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0118879526726609,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.398787872830782,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
SERPINE2,1,0.118156588704462,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.404385696103145,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.32656803475041,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.00469848291350812,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
PTMA,2,-0.214496631937683,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.00801410464012637,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.605340861852342,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.432835996749319,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
IQCA1,4,-0.168434360277096,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.100891314026733,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.108397909467407,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.13429205438543,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
RAMP1,2,-0.307528239723713,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0801161780443709,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.792882017794367,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.455875347198567,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
COPS9,5,-0.115530087361094,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.121124824131996,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.50516449680175,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.282217438884253,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CHL1,5,-0.00383796909755659,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.170339585282498,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.257931411706946,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.0780259165620459,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SUMF1,3,0.32063423923359,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.13877572362366,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.804207931423026,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.398169769121654,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
